source,target,prob
honenh,rang,0.5157434449880248
honenh,nghien,0.06967752238198124
honenh,ham,0.0324811633574304
honenh,hon,0.021303935627620438
honenh,gay,0.020407243010176428
honenh,son,0.02007711590974763
honenh,no,0.01915947507098285
honenh,nhu,0.018864356598027644
honenh,ghe,0.017697886312100404
honenh,đen,0.01562589501692278
honenh,sam,0.014092595657729367
honenh,sanh,0.011943917001652657
honenh,cai,0.011026900009403257
honenh,tom,0.010246524224614788
honenh,khoi,0.00950054124775826
honenh,nguoi,0.009452126639901082
honenh,đoi,0.009428676838831418
honenh,phang,0.009188098785135062
honenh,men,0.008411806697703077
honenh,lam,0.00811912761250925
ier,ga,0.49230024034266706
ier,con,0.1536798496458329
ier,kia,0.12485065323199265
ier,la,0.037086476887822205
ier,xom,0.02883532520130801
ier,gay,0.028727068019437762
ier,đan,0.025367093028039862
ier,hang,0.024762499534061285
ier,mai,0.024644341033434585
ier,cua,0.012598398931243494
ier,trong,0.005758535235354241
ier,nha,0.005412741415905316
ier,cho,0.005146883372179427
ier,ier,0.00316504935356032
ier,sok,0.00316504935356032
ier,dei,0.0031619728516559323
ier,kei,0.0031619728516559323
ier,kip,0.0015500805477645866
ier,đem,0.001432559457218617
ier,nhat,0.001320464557302575
tomons,sai,0.1986244911900637
tomons,mo,0.18383223172634053
tomons,thi,0.1187815538793429
tomons,quap,0.10595545447530352
tomons,choi,0.10448293917869612
tomons,rot,0.0885406344456082
tomons,bi,0.08620432572832676
tomons,đen,0.046818657547106526
tomons,bot,0.038289726284474405
tomons,cho,0.015440849192254023
tomons,ga,0.006418647194699247
tomons,can,0.003629620240652782
tomons,san,0.0017176418345653407
tomons,gay,0.0007491016744073306
tomons,rang,0.0005141254081588833
joh,hat,0.4288714707943508
joh,đa,0.07445493070203298
joh,roi,0.038154278202254706
joh,ca,0.02787666045798969
joh,đen,0.022093118623491424
joh,đuoc,0.02018690427989699
joh,co,0.020153554036121173
joh,se,0.01841671731549795
joh,toi,0.016491311769811955
joh,neu,0.014280238131179564
joh,xay,0.014194310253228152
joh,khac,0.014172090830667375
joh,to,0.013612120173858601
joh,ba,0.013606640116380842
joh,nha,0.012725531086386233
joh,lam,0.01252770778960556
joh,bai,0.010527859057405173
joh,say,0.009797619125429336
joh,sua,0.009712170903582524
joh,dip,0.00969373195443913
ich,phan,0.24422458135578715
ich,ia,0.11478939285451478
ich,cut,0.11456555848063323
ich,đang,0.05025250523890883
ich,no,0.04395527159470725
ich,an,0.03025863087304204
ich,kia,0.027023161229513426
ich,hung,0.023606080837366258
ich,bon,0.021027165897887508
ich,het,0.02018960710688477
ich,phai,0.020181161227796306
ich,tao,0.018966036436226956
ich,mom,0.01894962531439435
ich,mieng,0.018684658897684645
ich,loc,0.01796191920976874
ich,đit,0.0173459957209656
ich,lung,0.01431765281203196
ich,sang,0.01328815701948608
ich,thi,0.011433557556721851
ich,thich,0.010466413056045065
bomgai,nguoi,0.24326449194855992
bomgai,voi,0.06207809122262281
bomgai,su,0.061670023446020135
bomgai,cac,0.04637902601197517
bomgai,đe,0.029756243437242768
bomgai,thi,0.027872010592352846
bomgai,ong,0.021478528227561584
bomgai,đen,0.018834370300064598
bomgai,the,0.015685700589058563
bomgai,bao,0.014831165025374607
bomgai,cua,0.014652683341048743
bomgai,gie,0.013587015558532332
bomgai,nhung,0.012989996204766582
bomgai,minh,0.012382283721732997
bomgai,mon,0.012033945186334568
bomgai,va,0.011829380036237081
bomgai,vao,0.011513370942964054
bomgai,35,0.010858848556488061
bomgai,nhan,0.010758141085871363
bomgai,đoi,0.010343368731700917
konor,uc,0.1924078117192524
konor,it,0.1815986531578577
konor,troc,0.059695231801656964
konor,tam,0.05575109995458171
konor,rot,0.04648127203209381
konor,cu,0.04227449274712063
konor,mot,0.039458011542838324
konor,3,0.03673836684079347
konor,con,0.03361778978949048
konor,giua,0.030141967241580206
konor,sai,0.029605785339646137
konor,la,0.029150598155230703
konor,sarig,0.021142545001608157
konor,phap,0.020056137413509794
konor,loi,0.01769423506032045
konor,phai,0.01716890884558891
konor,lot,0.016422746896962156
konor,luat,0.01633182546996727
konor,thi,0.013698691417034193
konor,bot,0.013597265280130374
loie,biet,0.16905221493103037
loie,bon,0.0749216244070065
loie,choi,0.057859346640258325
loie,boi,0.05666908221369811
loie,khu,0.055784036780472286
loie,tung,0.04906978524703951
loie,tin,0.04852292602766123
loie,minh,0.046897296759513186
loie,rat,0.04616209893064812
loie,ngoai,0.03995961152508077
loie,ray,0.03896080374407081
loie,gi,0.03712569841819589
loie,phat,0.03372380597347566
loie,tu,0.029781522822640842
loie,co,0.02142640586554735
loie,ta,0.018572957395486377
loie,ra,0.017721350135805256
loie,nua,0.016599602659765775
loie,nhau,0.012558058883065938
loie,ri,0.012526187814994063
toyang,keo,0.19497002047331263
toyang,dan,0.13127011893974458
toyang,chinh,0.06878206302243249
toyang,nao,0.06838359568763512
toyang,khap,0.05895258890329253
toyang,đen,0.0533992502537631
toyang,noi,0.046146562692038734
toyang,dung,0.04449868534965982
toyang,tu,0.0328286390975095
toyang,cot,0.024021905631011822
toyang,rit,0.023407536566583217
toyang,sap,0.023093463843854092
toyang,xem,0.02261014042934649
toyang,kia,0.02243068960852766
toyang,vao,0.021819683712773014
toyang,nen,0.01939162485141024
toyang,cay,0.018901077661785146
toyang,hoi,0.017821476014327386
toyang,rong,0.016231436734830827
toyang,chung,0.0162251283771997
pans,ban,0.07903373343208656
pans,va,0.06477471467903231
pans,nhau,0.04227299410759088
pans,toi,0.04062419917798021
pans,con,0.03738940026096887
pans,ca,0.03509564626505672
pans,voi,0.03421190845230566
pans,đong,0.03320757167716667
pans,y,0.030941289977493278
pans,gang,0.02855117977688225
pans,gap,0.026930728326238208
pans,luc,0.025398822522607677
pans,khong,0.02506581832281377
pans,mung,0.024870772032515243
pans,matkia,0.024694022447114113
pans,vua,0.024587891880324536
pans,nhin,0.023852471756039873
pans,chot,0.020361426542744893
pans,re,0.019534620526617457
pans,khi,0.01907213035461058
taring,đen,0.08264798309748399
taring,biet,0.07978177037850302
taring,lai,0.06314847066654512
taring,o,0.05042561512847994
taring,ba,0.04645404742088057
taring,nhac,0.04498643046243505
taring,manh,0.04481984845258703
taring,khoe,0.04460328545851967
taring,men,0.043372531159899134
taring,thom,0.04335312913587373
taring,rai,0.04315811680150448
taring,xu,0.043145339341227024
taring,ong,0.04221521134649849
taring,nong,0.041304840859461935
taring,u,0.04065500279886316
taring,be,0.038509791520846666
taring,nho,0.028268253805997994
taring,ta,0.026616037871734877
taring,ma,0.023237153964393974
taring,tap,0.019173175289361764
hodruch,ut,0.19121148663121812
hodruch,đua,0.07936445890238136
hodruch,con,0.06273689067555831
hodruch,cha,0.03862192743422433
hodruch,khi,0.029686527557729363
hodruch,ro,0.026530528915788387
hodruch,ga,0.025848300660509638
hodruch,ket,0.02287792680452542
hodruch,gai,0.02261978483219009
hodruch,gap,0.01999072995594257
hodruch,em,0.019897156951456055
hodruch,be,0.019353021999696806
hodruch,ca,0.01774270036639279
hodruch,voi,0.01581691969549553
hodruch,sai,0.01545023330750733
hodruch,sang,0.013523406314396332
hodruch,lui,0.013390979147993701
hodruch,hom,0.012713608859540681
hodruch,bia,0.012571026279700573
hodruch,vo,0.01180401338271877
jap,khap,0.23538855954158025
jap,noi,0.051011231897538305
jap,ca,0.04979374185172851
jap,lang,0.049418147510136706
jap,vung,0.040089967365310925
jap,sang,0.035261447616084504
jap,xa,0.020236605222043624
jap,đen,0.019261513518735115
jap,đeu,0.01843783289589154
jap,ai,0.01667514999866911
jap,kho,0.01598672726920694
jap,rong,0.013911032944674964
jap,tieng,0.013219558170159464
jap,truyen,0.01294728090801951
jap,rai,0.011982768835291393
jap,co,0.01044037420582421
jap,nguoi,0.01030580383185406
jap,mac,0.010049129284460681
jap,cac,0.009819425581157774
jap,sua,0.009772764688414025
ngon,buon,0.12786563044075294
ngon,phien,0.09579786893034081
ngon,uu,0.07141767202416738
ngon,than,0.06172208352663382
ngon,kho,0.037116380196055634
ngon,long,0.02708177382922823
ngon,khoc,0.026849186048010617
ngon,đau,0.021053734754248533
ngon,gay,0.017789712214050856
ngon,len,0.01687897208636463
ngon,vi,0.015776755543639234
ngon,ngoc,0.01509088002943824
ngon,ngan,0.014649915220589822
ngon,cay,0.01433638139189126
ngon,buc,0.014290316809277621
ngon,tam,0.01233362083826714
ngon,thau,0.011812481987263182
ngon,xuyen,0.011763626180240728
ngon,an,0.011559919794784535
ngon,tang,0.010909783768646495
tođon,dung,0.15451990705074722
tođon,cot,0.08341510757270369
tođon,rit,0.08128173554194801
tođon,sap,0.08019113056020664
tođon,xem,0.07851280931322323
tođon,kia,0.07788967350740737
tođon,nen,0.06733664255602051
tođon,cay,0.06563323703854822
tođon,hoi,0.061884363450347195
tođon,rong,0.056363015578061726
tođon,nha,0.04420153864516343
tođon,len,0.03518222886069139
tođon,than,0.026053282188015895
tođon,đau,0.024127856938481032
tođon,moi,0.022096501249261238
tođon,khi,0.020809048170191417
tođon,roh,0.011340557820958877
tođon,ong,0.004937761479477376
tođon,o,0.002232540264476129
tođon,đen,0.0019910622140692476
ri,ri,0.11316738696572155
ri,xo,0.103047942288743
ri,hat,0.09782774379658644
ri,đong,0.04636425658377879
ri,vua,0.04536536737694212
ri,xoa,0.029528721254613814
ri,chuyen,0.02952073544423987
ri,doi,0.02922432686624955
ri,dang,0.02916363195189268
ri,hay,0.027938096324082673
ri,qua,0.024730542095413508
ri,thit,0.019634893448528343
ri,ca,0.018637397115766584
ri,phuong,0.01797752892908604
ri,lan,0.01784996865535512
ri,nguoc,0.01700257163011206
ri,du,0.01563784070121225
ri,ðuong,0.012225502372880169
ri,quat,0.012022735999439583
ri,mang,0.011145603313569072
hra,cung,0.3751118128609774
hra,ten,0.09601127518920222
hra,no,0.08393614480671414
hra,giuong,0.04396153876080751
hra,ban,0.035786925126343884
hra,gay,0.02950765303647517
hra,be,0.022591011779703327
hra,binh,0.01993734123050441
hra,dung,0.015180614456515707
hra,thao,0.013070758512452499
hra,trao,0.010973998910304983
hra,khien,0.010358229353712797
hra,them,0.009423757403382922
hra,cay,0.008307509764724759
hra,tre,0.007721064964067603
hra,cua,0.00755394051280749
hra,si,0.00746613956206118
hra,don,0.006427205672417802
hra,na,0.005676667668821908
hra,nghien,0.005674912689877116
ponah,ban,0.3201778351061037
ponah,anh,0.07804188374890324
ponah,trung,0.07500610585188557
ponah,con,0.05115611758513679
ponah,nhieu,0.04549110255080612
ponah,bao,0.043938854694612464
ponah,leo,0.040145713285392744
ponah,đuoc,0.03720919297731048
ponah,do,0.02521927986187771
ponah,tha,0.022916380971319802
ponah,se,0.021871466059791865
ponah,sach,0.018887147886257782
ponah,het,0.018714547223565227
ponah,xuong,0.018618884036010374
ponah,ri,0.017838180606131782
ponah,xo,0.01691364667721129
ponah,len,0.016705953537894502
ponah,toi,0.01551324949039451
ponah,nhien,0.013620273026062706
ponah,lu,0.011157394263290413
lolai,nhu,0.125259597128079
lolai,the,0.12119455211678784
lolai,đan,0.10722401571291602
lolai,đac,0.054297212538122995
lolai,vac,0.052937233505783915
lolai,đuoi,0.04997379672160682
lolai,nu,0.0496310805509955
lolai,yeu,0.04884323440341314
lolai,men,0.04794677671347682
lolai,nguoi,0.042193640982654754
lolai,kia,0.040762343394192734
lolai,tre,0.03774393911339239
lolai,rat,0.03605498554255704
lolai,nay,0.031947219722764826
lolai,bao,0.022193536438143726
lolai,canh,0.020871529311038355
lolai,noi,0.0206980696504837
lolai,rung,0.012803133939298916
lolai,ro,0.01023733467340612
lolai,ay,0.00867525304595421
tomo,đa,0.5621885816568878
tomo,hon,0.10645300728725944
tomo,tang,0.03254658463794548
tomo,bang,0.01791230683547428
tomo,va,0.01715265270377728
tomo,nui,0.013415705963526987
tomo,tren,0.010794772095947251
tomo,hang,0.009974736572411687
tomo,ho,0.009591161902210286
tomo,đo,0.009579381140405109
tomo,vien,0.008471597045081441
tomo,mot,0.006236272897506638
tomo,lam,0.006152011296125415
tomo,go,0.0059676701158599445
tomo,trong,0.005913832230422949
tomo,nguoi,0.00509354696638728
tomo,đeo,0.0048870310002282384
tomo,ra,0.004806255854393917
tomo,ben,0.004780695201132465
tomo,co,0.004320755626437511
cheng,ben,0.21947702410984116
cheng,nghi,0.1257517038238436
cheng,canh,0.05231283150359722
cheng,đung,0.03632339351413962
cheng,o,0.03046569796336681
cheng,ve,0.03002158798571907
cheng,co,0.027738718359359277
cheng,con,0.02452477019911901
cheng,me,0.023502627472590517
cheng,bo,0.020301452779856174
cheng,tren,0.01950358184169598
cheng,cach,0.01901576486995918
cheng,no,0.01772589389557505
cheng,cua,0.016483118005186675
cheng,gan,0.015297135833566976
cheng,tuoi,0.01314251917320156
cheng,va,0.012280869515526462
cheng,ra,0.01208361782744362
cheng,rang,0.009364553509644758
cheng,tu,0.008750668938771616
benh,đay,0.504455216757148
benh,tran,0.0645884148272042
benh,cai,0.02484545989992598
benh,cua,0.022905829569037407
benh,ngap,0.022260760039775788
benh,chat,0.01972510154011223
benh,that,0.018944974018396246
benh,day,0.018676822989602947
benh,va,0.016830587509398955
benh,no,0.013235510994805138
benh,nhung,0.013080264722219282
benh,phu,0.011582256711564022
benh,nguoi,0.009249886165235907
benh,bay,0.00919882221488863
benh,nay,0.009195801856814236
benh,ca,0.008379858301485401
benh,chua,0.008350487241641516
benh,bao,0.007173317205350397
benh,cho,0.007040178299815985
benh,lo,0.006903167113437736
tole,đong,0.12318544206299664
tole,oc,0.08388265034425194
tole,sen,0.08190947774114517
tole,lao,0.08131668764580426
tole,ngoai,0.07741624950320802
tole,quy,0.07734418874759091
tole,ro,0.06423704255612657
tole,che,0.06357183331821664
tole,đung,0.062116675311348755
tole,xep,0.05715972245007326
tole,lam,0.05553403648900701
tole,bot,0.04740489866727251
tole,suoi,0.04468986149214809
tole,thi,0.03260853942898289
tole,nha,0.014005500404653589
tole,nhu,0.012265868798322744
tole,noi,0.006269776733297075
tole,giau,0.005790109313245416
tole,nhieu,0.0038698601054893505
tole,chieng,0.0016031316740191563
ching,chieng,0.4782391638628948
ching,cong,0.19090740352208313
ching,ching,0.052967724197607736
ching,nhac,0.04155998921152573
ching,trao,0.028218052989684515
ching,cai,0.026822394443334802
ching,đanh,0.02636425013445023
ching,thebin,0.01918178250677275
ching,lang,0.015309084259089714
ching,tieng,0.014567749045893079
ching,chap,0.010667720035979723
ching,đang,0.00793691486804989
ching,vong,0.0075094808041057766
ching,ngoai,0.00667820375545465
ching,moi,0.005407938745217981
ching,cau,0.005265669111854162
ching,nghi,0.005038303402557488
ching,a,0.004324336787458068
ching,cua,0.0037870613795827606
ching,vay,0.003282983951548697
biang,am,0.2383503171046531
biang,tieng,0.11680204555375681
biang,vang,0.11384175663827624
biang,chuyen,0.09823796919929369
biang,noi,0.07206434496008138
biang,len,0.07140352894618598
biang,goi,0.047089055754451485
biang,tuc,0.038121384371691595
biang,đay,0.031530155754210934
biang,ba,0.03151966929057525
biang,tu,0.021313053558685072
biang,o,0.012931595658722997
biang,đong,0.008939972726827493
biang,roi,0.007291479735769659
biang,san,0.006251985751136417
biang,mi,0.006136897834470228
biang,oc,0.0060876398523465
biang,sen,0.0059444402261432955
biang,lao,0.005901419499048194
biang,cu,0.005875653135477138
hlanh,nhu,0.18576219360253846
hlanh,kha,0.09203795261280903
hlanh,the,0.07729832775925197
hlanh,đong,0.06442332944569623
hlanh,roi,0.04476131460497042
hlanh,oc,0.04386881702419267
hlanh,sen,0.04283689030838674
hlanh,lao,0.04252687387328912
hlanh,ngoai,0.040487028845866704
hlanh,quy,0.040449342624820785
hlanh,ro,0.03359458784987113
hlanh,che,0.033246697765081094
hlanh,đung,0.032485681511033405
hlanh,xep,0.029893302071704632
hlanh,đa,0.029740253409837367
hlanh,lam,0.02904310337540532
hlanh,bot,0.02479173961659972
hlanh,suoi,0.023371833729499
hlanh,chung,0.022491139246190412
hlanh,thi,0.01705356284959405
krach,xep,0.060899000061203266
krach,muon,0.050901502887563
krach,lam,0.049111075881336036
krach,chung,0.046883118050978244
krach,ruou,0.0389144371927408
krach,cho,0.03564428085597465
krach,đuoc,0.03516361488738023
krach,cac,0.03438215588709466
krach,ta,0.033958003138053354
krach,đay,0.03098180013840735
krach,som,0.02630596678958062
krach,thang,0.02598953945856569
krach,cuoi,0.025803451254617804
krach,dau,0.025758906465044362
krach,het,0.025490454101632185
krach,mung,0.02543054281585803
krach,neu,0.025391553597120444
krach,con,0.025185021355535187
krach,đam,0.025095892148343575
krach,dai,0.024903283451419105
hrai,bo,0.17542917239910003
hrai,gioi,0.1614588668571448
hrai,nhin,0.06178361228690947
hrai,ria,0.0502765805969982
hrai,ruc,0.05013055084054287
hrai,doi,0.05000147412322194
hrai,ðay,0.049952891994788806
hrai,mac,0.029785566613531853
hrai,cai,0.027416856698070105
hrai,he,0.023692391309848435
hrai,cuoc,0.02265319639183303
hrai,ket,0.021390624181976264
hrai,thui,0.020729166083463015
hrai,yen,0.01645198052879327
hrai,cat,0.016157595798715514
hrai,nam,0.015229600207256272
hrai,hang,0.014607158826731107
hrai,than,0.01405458476966455
hrai,xem,0.013228209653886954
hrai,neu,0.013079866046393896
ge,ghe,0.24441267965835106
ge,can,0.12106231136021643
ge,vo,0.09566066918062166
ge,sang,0.0817324929475735
ge,ruou,0.04630346935477466
ge,nao,0.02978877846127884
ge,che,0.022604064175420532
ge,co,0.020459832502318812
ge,đo,0.01850431519455224
ge,mang,0.015429114493241962
ge,do,0.01473872397886254
ge,nong,0.014146842216348052
ge,sanh,0.013464742029789607
ge,ngon,0.012800424791475978
ge,gom,0.012347911120158131
ge,thit,0.011979269344310541
ge,vao,0.011083462237078194
ge,trong,0.010736136333244729
ge,quy,0.009639427842302397
ge,an,0.009502128656136378
hlunh,nhu,0.18576219360253846
hlunh,kha,0.09203795261280903
hlunh,the,0.07729832775925197
hlunh,đong,0.06442332944569623
hlunh,roi,0.04476131460497042
hlunh,oc,0.04386881702419267
hlunh,sen,0.04283689030838674
hlunh,lao,0.04252687387328912
hlunh,ngoai,0.040487028845866704
hlunh,quy,0.040449342624820785
hlunh,ro,0.03359458784987113
hlunh,che,0.033246697765081094
hlunh,đung,0.032485681511033405
hlunh,xep,0.029893302071704632
hlunh,đa,0.029740253409837367
hlunh,lam,0.02904310337540532
hlunh,bot,0.02479173961659972
hlunh,suoi,0.023371833729499
hlunh,chung,0.022491139246190412
hlunh,thi,0.01705356284959405
podrong,giau,0.32148298470114567
podrong,co,0.16411808487111054
podrong,nha,0.0435322409284815
podrong,ve,0.0315644608822766
podrong,đoi,0.03103103495557646
podrong,me,0.025331281243957685
podrong,dan,0.018009079294071015
podrong,chon,0.0176722833524749
podrong,lang,0.016838854430458888
podrong,que,0.01619736450205527
podrong,het,0.015463304126619117
podrong,doi,0.014732661903118798
podrong,xau,0.0134071500701786
podrong,xua,0.013292778266438411
podrong,chang,0.012155406524048876
podrong,con,0.011243203714468492
podrong,ngay,0.01084845394550174
podrong,nhau,0.010662577458500806
podrong,dong,0.010637520918218926
podrong,boi,0.01010943305225391
bonoh,bung,0.08745396183634442
bonoh,long,0.08603731253001329
bonoh,lu,0.07251741783178377
bonoh,tot,0.04914255397974169
bonoh,thuong,0.04271182260261415
bonoh,biet,0.03781391964161868
bonoh,tinh,0.035761072386750796
bonoh,men,0.034022892052900926
bonoh,vua,0.03135212108518344
bonoh,da,0.02968176696466466
bonoh,đep,0.02428721956522418
bonoh,them,0.022246740274986902
bonoh,net,0.01827659950277414
bonoh,gai,0.018103598161212705
bonoh,yeu,0.017999924525394603
bonoh,tre,0.01634680749324523
bonoh,bao,0.015917324011888317
bonoh,đeu,0.015698044639543135
bonoh,chau,0.01415977492775277
bonoh,ngong,0.013074447358730423
kotang,hung,0.08980723067859919
kotang,dung,0.08929704240880214
kotang,manh,0.07868756264324744
kotang,si,0.06401472209476783
kotang,luc,0.04047106706086194
kotang,suc,0.03968920470431014
kotang,quyen,0.03070881353737547
kotang,va,0.025783267532590765
kotang,cua,0.025683130929497634
kotang,nang,0.02185261568038159
kotang,nhung,0.01793426526429956
kotang,la,0.017826438350212966
kotang,me,0.01744179852895521
kotang,cuong,0.01670167233319091
kotang,đau,0.016566464063384016
kotang,nguoi,0.012375881900137954
kotang,đang,0.010818411386983294
kotang,chien,0.010816761545105455
kotang,thang,0.01028867383358947
kotang,dong,0.009874446661936749
donuh,ngheo,0.285151056098531
donuh,kho,0.09098223380193893
donuh,chuyen,0.07198686367211075
donuh,nguoi,0.053130540363396164
donuh,ke,0.04688609653297486
donuh,cung,0.031787887507573054
donuh,thieu,0.027383663326755008
donuh,hen,0.022607322595093824
donuh,khon,0.018430587210101868
donuh,tro,0.017842788774408258
donuh,tung,0.015136072045450286
donuh,đoi,0.014611122585621172
donuh,ho,0.013676297189476855
donuh,voi,0.013139017694561562
donuh,co,0.013006403123788
donuh,minh,0.0076899381153737985
donuh,noi,0.007543752124484772
donuh,loi,0.007429661282288088
donuh,anh,0.007215599321068925
donuh,thon,0.006448613767977055
hin,ngheo,0.282905418316603
hin,kho,0.10314782038793621
hin,ke,0.06971879424293005
hin,thieu,0.05703559747402947
hin,hen,0.04877726800415305
hin,thon,0.04260468439825612
hin,nguoi,0.037161165319030624
hin,cung,0.023599917844612628
hin,tung,0.014528145695024168
hin,khon,0.014316975099372997
hin,yeu,0.012998592533926817
hin,quan,0.010964398403654
hin,duyen,0.009867422345837453
hin,co,0.009767286050711482
hin,cong,0.009430000003264383
hin,nan,0.00865082695657544
hin,đinh,0.007089242255537272
hin,chia,0.006874198387459975
hin,cho,0.006523193561581653
hin,anh,0.0064616154453120776
lach,mang,0.19687092692210983
lach,trach,0.07864447355641115
lach,bon,0.0408650707582149
lach,tao,0.03761467837651328
lach,mo,0.03374932140153565
lach,biet,0.029807853195323582
lach,ma,0.02974903750553084
lach,tung,0.028496264682055558
lach,gi,0.028462954481139266
lach,khien,0.027313745988268436
lach,quat,0.026647160789076172
lach,lung,0.02390326365991954
lach,khi,0.02314608028954353
lach,ca,0.021669223935202236
lach,an,0.019586592966612
lach,linh,0.01811031536314752
lach,đi,0.017337146725943414
lach,thao,0.017143519445787753
lach,uong,0.016889683651770356
lach,48,0.016611781356554584
wang,vay,0.21051290181568216
wang,bao,0.06306361688795123
wang,thanh,0.06283837708246044
wang,quan,0.03287932134430694
wang,ham,0.028662541522706246
wang,va,0.024547618349497206
wang,cong,0.019538272630900497
wang,canh,0.01829486113836621
wang,banh,0.01824773480066758
wang,cac,0.017919289627287595
wang,chung,0.017457164715967775
wang,cung,0.01726906652533496
wang,đeu,0.01675190245245472
wang,ho,0.0161189159590645
wang,tan,0.014971730355836486
wang,nguoi,0.014698944512895057
wang,quanh,0.013964274305375928
wang,đang,0.013045944916981937
wang,đo,0.01289942343602332
wang,đap,0.011464013203014012
nans,rit,0.07559609595170817
nans,chuyen,0.04954415637566416
nans,co,0.048835250358146946
nans,mau,0.04634148466893214
nans,nao,0.04535533173641862
nans,chang,0.04523084845036774
nans,chi,0.0436109192312915
nans,vong,0.039832493896100725
nans,diu,0.03886711805388082
nans,xinh,0.038452773595468184
nans,diong,0.03444807364589449
nans,gren,0.03334011958383786
nans,sen,0.03332763929167346
nans,tro,0.032703994452600846
nans,khuyen,0.032259828637953666
nans,muon,0.03217899585652755
nans,đeu,0.030229059584170593
nans,luc,0.02994226350082072
nans,hoi,0.029681295194363105
nans,bao,0.02854767825973408
jat,qua,0.20916551174027856
jat,rat,0.0649161936358843
jat,chau,0.05589174450647177
jat,la,0.023929547873973604
jat,lam,0.023264936563814686
jat,that,0.021767723917017614
jat,cung,0.017774797929787124
jat,cai,0.01764012998491604
jat,moi,0.014955572695015863
jat,xoi,0.013863014187591451
jat,cam,0.013525828205930757
jat,the,0.01274323887209704
jat,co,0.012409371295640528
jat,giong,0.012377889274209034
jat,nhu,0.012288909265789622
jat,boi,0.01226644963638309
jat,ma,0.01148397920599701
jat,ta,0.011120766693069425
jat,tot,0.011053064962221972
jat,nay,0.011026153786991677
poxet,kiet,0.22352009312366444
poxet,keo,0.22233007091708262
poxet,ro,0.1851801012267712
poxet,bot,0.14231593201576898
poxet,nhung,0.13804472637082565
poxet,co,0.061027546562429855
poxet,giau,0.027581529783457303
kret,tuong,0.06197539443948401
kret,re,0.06077814128098342
kret,can,0.036867524869561186
kret,xau,0.03497189228854521
kret,bung,0.03471162995790558
kret,canh,0.03358573254793112
kret,huu,0.03299913210385571
kret,an,0.0321887896481544
kret,ghen,0.02947326975413254
kret,cap,0.026027303242975388
kret,oan,0.025723618803543805
kret,quo,0.024693406431002488
kret,chay,0.024657806374364964
kret,gium,0.02380455311538979
kret,tim,0.022814696335510184
kret,sap,0.02262026495117008
kret,ap,0.02143941256352308
kret,hieu,0.021403643701116404
kret,ngoan,0.020793691705447464
kret,đeu,0.0206805320737118
homuh,tre,0.1499388894575389
homuh,tuoi,0.08030507158027313
homuh,ban,0.05861786578936192
homuh,minh,0.055915919767656946
homuh,bang,0.04161137948527346
homuh,ngay,0.03341285185013679
homuh,xuan,0.032070276681462964
homuh,buoi,0.028354790685801073
homuh,luc,0.02824525234814999
homuh,xum,0.02022688236262499
homuh,quanh,0.019678547934714293
homuh,cang,0.01924882741508197
homuh,chat,0.01872544366819158
homuh,đoc,0.017903147925684273
homuh,ep,0.016644570690192474
homuh,nam,0.016633051955019244
homuh,lui,0.015300672291781694
homuh,trai,0.014437379480051834
homuh,gia,0.013626424438310998
homuh,nhau,0.011975646514646957
khong,đo,0.16519143830145266
khong,chay,0.11147175903289443
khong,bung,0.05733660150837487
khong,luon,0.05557176131961891
khong,cui,0.03919940422396418
khong,cho,0.03799029938751805
khong,bo,0.03479124927245071
khong,khong,0.034171097633653384
khong,len,0.025741072866364748
khong,sang,0.023581304051574613
khong,sai,0.022828733723837404
khong,roi,0.02252019995963669
khong,cua,0.02134967654759281
khong,phung,0.019835525970076345
khong,mai,0.018967899010480557
khong,nhu,0.016892938875956734
khong,chum,0.016550396999988976
khong,lo,0.014541619441985622
khong,nhe,0.01160665050196104
khong,đoi,0.011405237464541893
tora,mon,0.12425266407634371
tora,rieng,0.06431636150526542
tora,goi,0.06198631570300623
tora,suc,0.06022475196209345
tora,san,0.05434656031179977
tora,xau,0.05340716923560416
tora,sang,0.05302929717216939
tora,cay,0.052677302048726615
tora,tuy,0.049921910596466126
tora,em,0.048724554422628866
tora,đinh,0.039028065118917515
tora,luc,0.03784747272269042
tora,neu,0.03402991361027407
tora,phai,0.03021439073152496
tora,anh,0.023948833078528357
tora,nop,0.02060839654322071
tora,buon,0.020128752964809055
tora,muon,0.01919982531588125
tora,mung,0.018166092144707758
tora,bo,0.017256793793169772
dranglo,xau,0.07887515548974902
dranglo,nhieu,0.047874373299477205
dranglo,nghi,0.04255554353337812
dranglo,muon,0.037128328899141784
dranglo,tre,0.024453758506213404
dranglo,roi,0.024164272373753078
dranglo,rat,0.023763755138546068
dranglo,gia,0.0231638045554413
dranglo,ruou,0.022605419930023712
dranglo,khoe,0.022325834149101973
dranglo,say,0.022253624256725755
dranglo,met,0.022193100881739335
dranglo,mini,0.022063078631401653
dranglo,au,0.022062555219019824
dranglo,chia,0.02190542085746815
dranglo,bia,0.021841527779440723
dranglo,thoi,0.0217810918398922
dranglo,trung,0.02150242582248792
dranglo,mong,0.021326378923817786
dranglo,suc,0.021304176897325184
pokal,ep,0.08909152876328913
pokal,đoi,0.08375071788183092
pokal,hoi,0.06784535813315015
pokal,uong,0.05673733214601862
pokal,buoc,0.051474062316530046
pokal,qua,0.0404967088330899
pokal,that,0.03788905965730535
pokal,đang,0.037529117931434694
pokal,ta,0.03184930859620924
pokal,bang,0.023164711262739276
